RespondentID,dCountry,Country_ISO,Q45B,Q55,Q6,Q21_Gender,Q21_Age,Q30,Q31,Q42,Q62,WEIGHT,mainpropsec_web,mainpropdoc_web,reason_1_web,reason_2_web,reason_3_web,reason_4_web,reason_5_web,reason_6_web,reason_7_web,ISO_Alpha_2_code,ISO_Alpha_3_code,ISO_Numeric
1.00202E+13,202,XX3,0,1,1,2,3,4,2,1,0,0.530516805,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,4,1,999,1,0.934141434,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,1,3,1,1,0.571037716,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,1,1,2,2,0,2.578638924,0,2,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,2,2,1,1,0.26201114,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,2,1,2,1,0.843700953,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,3,3,1,0.742800238,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,2,1,1,2,1,4,2,1,1,1.438885186,2,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,3,2,2,3,1,0.55068713,1,1,3,1,1,3,2,3,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,999,1,0.453083095,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,1,4,3,3,0,1.372430649,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,1,0,1.406383158,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,1,1,3,2,1,1.066516087,1,1,1,2,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,2,2,2,2,2,2,1,1.151284824,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,1,1,2,1,0,1.066516087,1,1,5,2,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,2,2,1,1,0.603028056,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,2,1,0.952276416,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,4,1,2,1,0.540379094,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,1,4,2,2,0,1.289398504,1,1,2,2,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,2,2,3,4,2,1,1,0.98366773,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,2,1,2,2,3,1,3,1,0.571037716,0,2,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,1,4,2,2,0,1.372430649,1,3,2,2,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,1,999,1,1.081632016,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,2,1,1,3,2,3,0,1.066516087,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,1,2,1,2,0,1.289398504,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,1,1,0.495200159,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,2,1,2,1,1,3,1,0.952276416,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,3,4,2,1,1,0.6657707,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,1,2,1,1.406383158,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,4,2,1,1,1.406383158,1,1,5,2,2,1,2,1,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,2,1,3,4,1,2,1,0.517370522,1,1,1,2,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,1,1,1,0,0.998386642,1,1,5,2,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,3,1,1,0.998386642,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,1,2,1,1,0.310837294,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,3,1,1,1,0.843700953,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,3,4,2,1,0,0.6657707,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,1,2,1,1.406383158,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,2,4,3,3,0,1.700291596,1,1,2,1,1,2,1,1,6,NY,XX3,99993
1.00202E+13,202,XX3,1,3,1,2,2,1,1,1,1,0.547769201,1,3,5,1,1,2,1,1,6,NY,XX3,99993
1.00202E+13,202,XX3,0,3,1,1,2,1,1,2,1,0.937984184,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,2,1,1,2,4,2,3,1,1.712617587,1,2,1,2,2,2,2,1,6,NY,XX3,99993
1.00202E+13,202,XX3,0,3,1,2,2,4,2,1,1,0.898031945,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,2,3,1,1,0.904542083,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,4,2,3,1,0.894663629,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,3,1,0,0.894663629,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,1,0,0.894663629,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,2,1,1,2,2,3,3,1,0.425671537,1,2,1,2,1,2,1,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,2,1,1,3,1,3,1,1,2.578638924,0,2,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,2,3,1,1,0.443753505,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,1,1,1,0.653308472,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,2,2,2,2,2,1,0,0.695378944,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,2,1,1,1,1,2.070523437,1,1,5,1,2,2,3,2,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,1,3,2,3,0,0.652988056,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,2,3,1,0,1.406383158,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,2,2,1,0,0.425671537,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,3,1,2,1,4,2,3,1,1.372430649,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,3,1,1,3,1,2,2,1,0.890998356,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,2,3,1,2,1,4,999,3,1,1.372430649,2,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,1,1,0.742800238,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,1,2,999,1,1.134005776,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,1,2,1,1,2.578638924,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,2,1,1,1.207031247,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,1,2,2,0,0.540379094,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,2,2,1,1,0.495200159,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,1,2,1,1,0.423927639,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,3,1,1,0.499193321,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,2,1,3,1,0,0.695378944,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,2,2,999,1,0.849817227,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,3,4,2,1,1,0.297602285,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,1,1,2,2,1,1.066516087,1,1,1,2,2,2,1,1,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,3,0,0.904542083,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,2,2,1,4,2,3,1,0.652988056,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,1,2,999,0,0.495200159,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,2,1,3,4,1,1,0,0.517370522,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,1,2,1,1,0.567002888,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,2,1,1,2,2,1,1,2,1,1.081632016,2,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,2,1,2,3,4,2,1,1,0.316766691,0,2,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,1,1,1,0.571037716,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,3,1,2,2,4,1,3,1,0.808980844,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,3,1,1,2,1,1,3,0,0.952276416,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,2,1,1,1.081632016,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,3,4,3,1,1,0.6657707,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,2,1,3,0,2.578638924,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,2,2,1,2,4,1,3,1,0.273663334,0,2,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,1,1,2,1,0,1.289398504,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,1,1,0.998386642,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,4,2,1,1,1.497579963,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,3,1,2,1,3,2,3,1,1.372430649,1,3,2,2,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,2,3,0,1.700291596,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,1,2,3,1,0.562467302,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,4,2,2,0,1.406383158,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,1,1,1,1,0.423927639,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,1,1,3,3,1,1.066516087,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,2,2,2,2,3,1,1,0.695378944,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,2,3,1,1,0.26201114,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,2,4,1,3,0,0.695378944,1,1,1,2,2,1,1,1,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,2,1,1,1,0.571037716,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,1,2,1,1,0.695378944,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,4,2,1,1,1.401212152,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,3,4,2,1,0,2.578638924,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,3,2,2,1,4,2,3,1,1.372430649,1,3,1,2,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,2,1,0.453083095,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,3,1,2,2,1,2,999,1,0.536489896,1,3,1,2,1,2,1,2,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,2,1,3,0,1.406383158,1,3,1,2,2,2,1,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,1,1,0,0.603028056,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,4,2,3,1,0.55068713,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,2,2,1,3,1,1,999,1,0.780150464,0,2,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,2,1,3,2,2,1,1,1.639696772,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,2,1,2,1,3,2,3,1,1.372430649,0,2,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,2,1,1,1.081632016,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,2,2,2,3,0,0.514629127,1,1,2,2,2,2,2,1,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,3,4,2,3,1,2.578638924,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,1,1,2,3,1,1.289398504,1,1,1,2,2,2,2,1,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,2,2,3,1,0.536489896,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,3,1,2,2,1,2,3,1,1.631008499,1,3,1,1,1,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,1,1,0.904542083,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,2,1,1,0.571037716,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,3,2,3,1,0.465240516,1,1,2,2,2,1,1,2,6,NY,XX3,99993
1.00202E+13,202,XX3,1,3,1,1,2,4,3,3,0,2.578638924,1,3,1,2,2,2,1,2,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,2,2,2,1,1,1,0,1.700291596,1,1,5,1,3,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,3,1,1,0.894663629,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,3,2,1,2,4,2,999,1,0.998386642,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,3,2,2,1,0.894663629,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,4,2,3,1,0.937984184,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,1,2,1,0,0.423927639,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,3,1,1,0.894663629,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,3,1,1,2,2,2,1,1,0.575177362,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,2,2,3,1,0.837092896,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,2,1,1,1,3,4,2,1,1,0.934141434,2,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,2,2,999,1,0.26201114,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,1,4,2,2,1,1.289398504,1,1,1,2,1,2,1,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,1,2,3,0,0.26201114,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,3,1,2,3,1,0.625491529,1,1,1,1,2,2,1,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,1,1,0.894663629,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,3,2,3,1,1,0.423927639,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,4,2,1,1,0.894663629,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,1,1,2,3,0,1.13519549,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,999,1,1,0.904542083,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,2,1,1,0.26201114,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,3,1,2,1,1,0.316766691,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,3,1,1,2,1,1.639696772,1,1,2,1,2,2,1,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,2,1,2,2,1,3,1,1,1.027413533,0,2,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,3,1,1,1,0.998386642,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,3,1,0.540379094,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,1,4,2,2,1,1.677236878,1,1,1,3,3,3,3,3,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,3,1,3,2,1,0.866027972,1,1,1,1,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,3,4,2,1,1,0.26201114,1,1,5,2,1,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,2,2,1,2.578638924,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,2,1,1,0.443753505,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,1,1,1,0.567002888,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,1,1,1,2,0,1.13519549,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,1,2,1,0,0.952276416,1,1,5,1,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,2,2,2,4,2,3,1,1.081632016,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,1,2,1,2,999,1.066516087,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,2,3,3,0,1.081632016,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,2,1,1,2,1,1,1,1,0.26201114,1,2,5,2,2,2,1,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,3,1,1,2,1,2,3,1,0.894663629,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,4,2,2,1,0.952276416,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,1,1,2,1,0.472329469,1,1,1,1,1,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,1,1,3,1,0.26201114,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,3,1,0,0.898031945,0,2,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,1,2,2,1,0.472329469,1,1,1,2,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,2,2,1,1,0.26201114,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,4,1,3,1,1.700291596,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,2,1,2,2,1,2,3,1,0.695378944,1,2,1,2,1,1,1,2,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,2,3,2,3,1,1,0.316766691,1,1,5,2,2,2,2,2,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,1,2,999,0,0.808980844,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,1,2,2,2,3,0,1.712617587,0,3,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,3,4,3,2,1,2.578638924,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,0,1,1,2,2,1,2,1,1,2.070523437,0,1,5,5,5,5,5,5,6,NY,XX3,99993
1.00202E+13,202,XX3,1,1,1,1,2,1,2,3,0,0.26201114,1,2,1,2,2,2,2,2,6,NY,XX3,99993
